29/04/2017, 21:29:12, Temp:27.46, Cisn:100525.20, Wys:69.08, %RH:39.31,
29/04/2017, 21:29:42, Temp:27.38, Cisn:100534.32, Wys:68.29, %RH:40.99,
29/04/2017, 21:30:12, Temp:27.36, Cisn:100533.66, Wys:68.34, %RH:40.66,
29/04/2017, 21:30:42, Temp:27.36, Cisn:100525.52, Wys:69.05, %RH:40.26,
29/04/2017, 21:31:12, Temp:27.28, Cisn:100535.64, Wys:68.17, %RH:40.73,
29/04/2017, 21:31:42, Temp:27.20, Cisn:100528.47, Wys:68.79, %RH:41.09,
29/04/2017, 21:32:12, Temp:27.15, Cisn:100530.08, Wys:68.65, %RH:39.63,
29/04/2017, 21:32:42, Temp:27.09, Cisn:100528.99, Wys:68.75, %RH:39.35,
29/04/2017, 21:33:12, Temp:27.08, Cisn:100532.75, Wys:68.42, %RH:39.70,
29/04/2017, 21:33:42, Temp:27.04, Cisn:100533.31, Wys:68.37, %RH:41.56,
29/04/2017, 21:34:12, Temp:27.02, Cisn:100529.94, Wys:68.67, %RH:39.42,
29/04/2017, 21:34:42, Temp:27.03, Cisn:100531.64, Wys:68.52, %RH:40.23,
29/04/2017, 21:35:12, Temp:27.03, Cisn:100535.17, Wys:68.21, %RH:39.81,
29/04/2017, 21:35:42, Temp:27.01, Cisn:100539.13, Wys:68.57, %RH:39.40,
29/04/2017, 21:36:12, Temp:27.00, Cisn:100534.72, Wys:68.25, %RH:40.25,
29/04/2017, 21:36:42, Temp:27.01, Cisn:100539.97, Wys:68.03, %RH:41.27,
29/04/2017, 21:37:12, Temp:26.98, Cisn:100529.49, Wys:68.70, %RH:39.86,
29/04/2017, 21:37:42, Temp:27.04, Cisn:100536.86, Wys:68.06, %RH:42.00,
29/04/2017, 21:38:12, Temp:27.10, Cisn:100533.39, Wys:68.37, %RH:40.75,
29/04/2017, 21:38:42, Temp:27.09, Cisn:100544.41, Wys:67.41, %RH:41.05,
29/04/2017, 21:39:13, Temp:27.14, Cisn:100534.66, Wys:68.26, %RH:43.77,
29/04/2017, 21:39:43, Temp:27.14, Cisn:100531.95, Wys:68.49, %RH:41.92,
29/04/2017, 21:40:13, Temp:27.13, Cisn:100538.42, Wys:68.40, %RH:40.76,
29/04/2017, 21:40:43, Temp:27.08, Cisn:100535.46, Wys:68.19, %RH:40.30,
29/04/2017, 21:41:13, Temp:27.03, Cisn:100537.07, Wys:68.75, %RH:41.33,
29/04/2017, 21:41:43, Temp:26.97, Cisn:100538.67, Wys:67.91, %RH:41.81,
29/04/2017, 21:42:13, Temp:26.92, Cisn:100532.96, Wys:68.40, %RH:42.57,
29/04/2017, 21:42:43, Temp:26.88, Cisn:100531.69, Wys:68.51, %RH:41.64,
29/04/2017, 21:43:13, Temp:26.85, Cisn:100539.37, Wys:68.08, %RH:41.85,
29/04/2017, 21:43:43, Temp:26.83, Cisn:100541.42, Wys:67.67, %RH:41.55,
29/04/2017, 21:44:13, Temp:26.79, Cisn:100542.83, Wys:67.55, %RH:40.96,
29/04/2017, 21:44:43, Temp:26.77, Cisn:100536.76, Wys:68.07, %RH:40.57,
